time,ENV.pressure.Pa,ENV.temperature.K,PHOT.jbrcl.s-1,PHOT.jbro.s-1,PHOT.jbrono2_a.s-1,PHOT.jbrono2_b.s-1,PHOT.jccl4.s-1,PHOT.jcf2cl2.s-1,PHOT.jcf2clbr.s-1,PHOT.jcf3br.s-1,PHOT.jcfc113.s-1,PHOT.jcfc114.s-1,PHOT.jcfc115.s-1,PHOT.jcfcl3.s-1,PHOT.jch2br2.s-1,PHOT.jch2o_a.s-1,PHOT.jch2o_b.s-1,PHOT.jchbr3.s-1,PHOT.jch3ccl3.s-1,PHOT.jch3cl.s-1,PHOT.jch3ooh.s-1,PHOT.jch4_a.s-1,PHOT.jch4_b.s-1,PHOT.jcl2.s-1,PHOT.jcl2o2.s-1,PHOT.jclo.s-1,PHOT.jclono2_a.s-1,PHOT.jclono2_b.s-1,PHOT.jco2.s-1,PHOT.jh2402.s-1,PHOT.jh2o_a.s-1,PHOT.jh2o_b.s-1,PHOT.jh2o_c.s-1,PHOT.jhbr.s-1,PHOT.jhcfc141b.s-1,PHOT.jhcfc142b.s-1,PHOT.jhcfc22.s-1,PHOT.jhcl.s-1,PHOT.jhno3.s-1,PHOT.jho2no2_a.s-1,PHOT.jho2no2_b.s-1,PHOT.jhobr.s-1,PHOT.jhocl.s-1,PHOT.jn2o.s-1,PHOT.jn2o5_a.s-1,PHOT.jn2o5_b.s-1,PHOT.jno.s-1,PHOT.jno3_a.s-1,PHOT.jno3_b.s-1,PHOT.jo2_a.s-1,PHOT.jo2_b.s-1,PHOT.jo3_a.s-1,PHOT.jo3_b.s-1,PHOT.joclo.s-1,PHOT.jno2.s-1,PHOT.jch3br.s-1,PHOT.jh2o2.s-1,,
84600,1246.014982,226.5828,0.01487484,0.05920571,0.000569057,0.001393207,9.89E-07,7.32E-08,2.43E-06,2.53E-07,9.24E-08,6.79E-09,4.83E-10,5.98E-07,4.75E-06,5.60E-05,0.00010618,1.17E-05,8.60E-07,1.58E-08,9.42E-06,0.00E+00,0.00E+00,0.003585104,0.002932946,0.000476064,5.62E-05,1.44E-05,1.60E-12,2.10E-06,4.75E-11,0.00E+00,0.00E+00,1.67E-06,1.49E-07,1.20E-09,3.05E-10,2.50E-08,6.41E-06,4.24E-06,2.57E-05,0.003284895,0.000442834,3.27E-08,3.84E-05,9.36E-06,2.96E-09,0.236038,0.01126542,0.00E+00,1.40E-11,0.000109907,0.000558581,0.1006895,0.01322634,1.27E-06,1.14E-05,,
86400,1246.014982,226.5427,0.01427385,0.05592166,0.000538526,0.00131846,5.59E-07,4.19E-08,1.33E-06,1.39E-07,5.34E-08,3.90E-09,2.78E-10,3.47E-07,2.53E-06,5.08E-05,0.00010015,7.13E-06,4.97E-07,9.06E-09,8.54E-06,0.00E+00,0.00E+00,0.003401182,0.002736954,0.000395274,0.000051073,1.21E-05,7.00E-13,1.16E-06,1.87E-11,0.00E+00,0.00E+00,9.43E-07,8.62E-08,6.89E-10,1.74E-10,1.44E-08,4.05E-06,3.20E-06,2.20E-05,0.003125785,0.000415434,1.90E-08,3.45E-05,5.27E-06,1.05E-09,0.2260724,0.01076939,0.00E+00,7.68E-12,8.36E-05,0.000529601,0.09623241,0.01264696,7.04E-07,1.00E-05,,
88200,1246.014982,226.5009,0.01368245,0.05195319,0.000504553,0.001235286,2.01E-07,1.59E-08,4.61E-07,4.80E-08,2.02E-08,1.47E-09,1.04E-10,1.31E-07,8.44E-07,4.44E-05,9.29E-05,3.50E-06,1.86E-07,3.43E-09,7.53E-06,0,0,0.003185908,0.002505909,0.000301396,4.57E-05,9.64E-06,1.77E-13,4.09E-07,3.92E-12,0,0,3.41E-07,3.27E-08,2.60E-10,6.49E-11,5.45E-09,1.93E-06,2.23E-06,1.85E-05,0.002952768,0.000382479,7.25E-09,2.98E-05,1.86E-06,1.69E-10,0.218152,0.01039357,0,2.66E-12,5.58E-05,0.000503471,0.09134426,0.01201156,2.47E-07,8.51E-06,,
90000,1246.014982,226.4768,0.01246914,0.04507124,0.000445047,0.001089598,3.89E-08,2.55E-09,9.49E-08,9.50E-09,3.51E-09,2.46E-10,1.83E-11,2.40E-08,1.65E-07,3.45E-05,8.04E-05,1.63E-06,3.46E-08,5.76E-10,6.07E-06,0,0,0.002801325,0.002134286,0.000187997,3.87E-05,7.12E-06,1.16E-14,8.15E-08,1.76E-13,0,0,6.51E-08,5.62E-09,4.22E-11,1.09E-11,9.54E-10,7.11E-07,1.45E-06,1.56E-05,0.002634164,0.000327238,1.28E-09,2.31E-05,3.93E-07,3.27E-12,0.2000025,0.009517916,0,5.07E-13,2.88E-05,0.000451716,0.08203913,0.01079719,4.82E-08,6.62E-06,,
91800,1246.014982,226.442,0.01115206,0.03570675,0.000371573,0.000909712,5.00E-09,1.54E-10,1.52E-08,1.40E-09,2.85E-10,1.76E-11,1.61E-12,2.34E-09,2.54E-08,2.08E-05,6.36E-05,7.05E-07,3.61E-09,4.26E-11,4.19E-06,0,0,0.00229637,0.001654339,6.20E-05,3.03E-05,4.30E-06,2.38E-18,1.19E-08,9.84E-18,0,0,7.99E-09,4.41E-10,2.70E-12,8.62E-13,8.14E-11,2.34E-07,7.94E-07,1.30E-05,0.002253918,0.000253269,1.08E-10,1.44E-05,6.00E-08,3.14E-18,0.1828656,0.008707169,0,6.99E-14,6.49E-06,0.000398225,0.07073851,0.009325004,6.66E-09,4.30E-06,,
93600,1246.014982,226.4307,0.004576796,0.006135455,0.000116423,0.000285036,4.50E-10,1.33E-11,1.25E-09,1.27E-10,2.49E-11,1.53E-12,1.41E-13,2.06E-10,2.35E-09,5.66E-07,1.00E-05,2.93E-08,3.20E-10,3.71E-12,4.81E-07,0,0,0.000537699,0.000357556,3.48E-07,7.60E-06,3.53E-07,0.00E+00,9.95E-10,0.00E+00,0,0,7.19E-10,3.85E-11,2.34E-13,7.57E-14,7.12E-12,7.41E-09,4.80E-08,1.00E-05,0.000758826,5.06E-05,9.42E-12,1.35E-06,5.40E-09,0.00E+00,0.06229712,0.002775657,0,6.37E-15,1.25E-07,0.000137655,0.02266874,0.003003789,6.06E-10,3.76E-07,,
95400,1246.014982,226.3734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
97200,1246.014982,226.3464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
99000,1246.014982,226.3527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
100800,1246.014982,226.3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
102600,1246.014982,226.4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
104400,1246.014982,226.5033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
106200,1246.014982,226.5979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
108000,1246.014982,226.6978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
109800,1246.014982,226.8017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
111600,1246.014982,226.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
113400,1246.014982,226.9901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
115200,1246.014982,227.0758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
117000,1246.014982,227.1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
118800,1246.014982,227.2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
120600,1246.014982,227.2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
122400,1246.014982,227.2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
124200,1246.014982,227.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
126000,1246.014982,227.1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
127800,1246.014982,227.1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
129600,1246.014982,227.0192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
131400,1246.014982,226.9009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
133200,1246.014982,226.7664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
135000,1246.014982,226.6224,7.94E-05,3.65E-05,1.47E-06,3.61E-06,3.73E-11,1.12E-12,1.03E-10,1.05E-11,2.08E-12,1.29E-13,1.18E-14,1.71E-11,1.94E-10,1.21E-08,6.26E-08,7.83E-10,2.66E-11,3.11E-13,3.57E-09,0,0,4.28E-06,3.26E-06,3.49E-08,5.03E-08,3.36E-09,0,8.25E-11,0,0,0,5.96E-11,3.23E-12,1.97E-14,6.33E-15,5.94E-13,2.77E-10,6.03E-10,9.82E-06,1.25E-05,3.22E-07,7.89E-13,1.21E-08,4.48E-10,0,0.007801625,0.00083746,0,5.28E-16,5.65E-09,3.22E-05,0.000161689,1.76E-05,5.01E-11,3.38E-09,,
136800,1246.014982,226.4741,0.009856728,0.02910944,0.000316073,0.000773834,3.26E-09,9.78E-11,9.59E-09,9.15E-10,1.83E-10,1.13E-11,1.04E-12,1.51E-09,1.67E-08,1.37E-05,5.17E-05,4.35E-07,2.33E-09,2.73E-11,3.15E-06,0,0,0.001919625,0.001345204,2.49E-05,2.50E-05,3.03E-06,2.61E-22,7.59E-09,2.49E-22,0,0,5.20E-09,2.83E-10,1.72E-12,5.54E-13,5.23E-11,1.34E-07,5.36E-07,1.20E-05,0.001942609,0.000204726,6.91E-11,1.03E-05,3.91E-08,7.35E-25,0.1595121,0.007560401,0,4.58E-14,2.65E-06,0.000340856,0.06126047,0.008095146,4.36E-09,3.12E-06,,
138600,1246.014982,226.362,0.01216073,0.04277542,0.00042669,0.001044655,1.51E-08,8.70E-10,4.05E-08,3.83E-09,1.25E-09,8.58E-11,6.59E-12,8.80E-09,6.81E-08,3.10E-05,7.63E-05,1.25E-06,1.29E-08,2.02E-10,5.58E-06,0,0,0.002677953,0.002012522,0.000149968,3.64E-05,6.30E-06,2.46E-15,3.36E-08,3.01E-14,0,0,2.51E-08,1.99E-09,1.45E-11,3.86E-12,3.42E-10,4.87E-07,1.24E-06,1.48E-05,0.002541559,0.00030885,4.58E-10,2.05E-05,1.58E-07,3.11E-13,0.1968502,0.009330823,0,2.01E-13,2.05E-05,0.000440573,0.07929023,0.01043413,1.91E-08,5.98E-06,,
140400,1246.014982,226.2569,0.01374339,0.05095529,0.000499243,0.001222285,1.38E-07,1.05E-08,3.20E-07,3.31E-08,1.36E-08,9.81E-10,7.02E-11,8.90E-08,5.80E-07,4.22E-05,9.11E-05,2.84E-06,1.27E-07,2.28E-09,7.22E-06,0,0,0.003142911,0.002447889,0.000270334,4.44E-05,8.97E-06,9.77E-14,2.81E-07,2.00E-12,0,0,2.33E-07,2.19E-08,1.72E-10,4.33E-11,3.66E-09,1.48E-06,2.00E-06,1.77E-05,0.002937568,0.000373966,4.88E-09,2.78E-05,1.30E-06,7.36E-11,0.2221644,0.01055773,0,1.81E-12,0.000047693,0.000508929,0.0909183,0.01195218,1.69E-07,8.05E-06,,
142200,1246.014982,226.1993,0.01470342,0.05617567,0.00054611,0.001337027,4.54E-07,3.39E-08,1.08E-06,1.13E-07,4.34E-08,3.16E-09,2.26E-10,2.83E-07,2.05E-06,4.99E-05,0.000100614,6.11E-06,4.05E-07,7.35E-09,8.42E-06,0.00E+00,0.00E+00,0.00343632,0.002741829,0.000372611,5.07E-05,1.15E-05,5.20E-13,9.44E-07,1.33E-11,0.00E+00,0.00E+00,7.67E-07,7.00E-08,5.57E-10,1.41E-10,1.17E-08,3.43E-06,2.96E-06,2.12E-05,0.003187358,0.000416543,1.55E-08,3.32E-05,4.29E-06,7.01E-10,0.2374121,0.01129934,0.00E+00,6.21E-12,7.63E-05,0.000551971,0.09809235,0.01288692,5.72E-07,9.73E-06,,
144000,1246.014982,226.1405,0.01585491,0.06123581,0.000595436,0.001457792,8.65E-07,6.48E-08,2.11E-06,2.20E-07,8.18E-08,6.00E-09,4.27E-10,5.29E-07,4.09E-06,5.65E-05,0.000109804,1.04E-05,7.60E-07,1.40E-08,9.54E-06,0.00E+00,0.00E+00,0.00373294,0.003026686,0.000464444,5.74E-05,1.41E-05,1.35E-12,1.82E-06,3.93E-11,0.00E+00,0.00E+00,1.46E-06,1.32E-07,1.06E-09,2.69E-10,2.21E-08,5.79E-06,4.03E-06,2.50E-05,0.003459203,0.000457378,2.89E-08,3.81E-05,8.16E-06,2.36E-09,0.2580287,0.01232358,0.00E+00,1.21E-11,0.000104354,0.000605105,0.1059345,0.01391034,1.10E-06,1.14E-05,,
145800,1246.014982,226.1059,0.01638615,0.06402237,0.000622204,0.001523326,1.34E-06,9.82E-08,3.36E-06,3.49E-07,1.23E-07,9.09E-09,6.48E-10,7.96E-07,6.67E-06,6.10E-05,0.000114939,1.55E-05,1.15E-06,2.12E-08,1.03E-05,0.00E+00,0.00E+00,0.003889933,0.003198185,0.000539817,6.23E-05,1.65E-05,2.49E-12,2.87E-06,7.83E-11,0.00E+00,0.00E+00,2.26E-06,1.99E-07,1.62E-09,4.10E-10,3.34E-08,8.26E-06,5.10E-06,2.89E-05,0.003598033,0.000480908,4.34E-08,4.16E-05,1.27E-05,5.00E-09,0.2673481,0.01278867,0.00E+00,1.93E-11,0.000130543,0.00063192,0.1097793,0.01440938,1.73E-06,1.26E-05,,
147600,1246.014982,226.067,0.01715381,0.06724682,0.000655085,0.001603829,1.79E-06,1.30E-07,4.57E-06,4.73E-07,1.63E-07,1.20E-08,8.58E-10,1.05E-06,9.21E-06,6.53E-05,0.000120821,2.05E-05,1.52E-06,2.80E-08,1.12E-05,0.00E+00,0.00E+00,0.004080433,0.003388259,0.000609779,6.76E-05,1.89E-05,3.77E-12,3.89E-06,1.25E-10,0.00E+00,0.00E+00,3.01E-06,2.63E-07,2.14E-09,5.45E-10,4.41E-08,1.06E-05,6.11E-06,3.25E-05,0.003777452,0.000507354,5.69E-08,4.49E-05,1.71E-05,8.26E-09,0.2818174,0.01351488,0.00E+00,2.62E-11,0.000155129,0.000669335,0.114877,0.01507374,2.34E-06,1.39E-05,,
149400,1246.014982,226.0452,0.01750643,0.06895579,0.000672442,0.001646323,2.20E-06,1.58E-07,5.70E-06,5.88E-07,1.97E-07,1.46E-08,1.04E-09,1.27E-06,1.17E-05,6.80E-05,0.000123984,2.53E-05,1.83E-06,3.40E-08,1.17E-05,0.00E+00,0.00E+00,0.004178091,0.003497879,0.000661918,7.13E-05,2.08E-05,5.04E-12,4.82E-06,1.73E-10,0.00E+00,0.00E+00,3.69E-06,3.18E-07,2.60E-09,6.63E-10,5.33E-08,1.25E-05,6.96E-06,3.55E-05,0.003866982,0.000521948,6.85E-08,4.72E-05,2.10E-05,1.17E-08,0.2883561,0.01384373,0.00E+00,3.27E-11,0.000175331,0.000687905,0.1173317,0.01539222,2.90E-06,1.48E-05,,
151200,1246.014982,226.0173,0.01798172,0.07087304,0.000692753,0.001696051,2.55E-06,1.81E-07,6.71E-06,6.91E-07,2.26E-07,1.68E-08,1.20E-09,1.45E-06,1.39E-05,7.07E-05,0.000127494,2.97E-05,2.11E-06,3.91E-08,1.23E-05,0.00E+00,0.00E+00,0.004292227,0.003615114,0.000709212,7.50E-05,2.26E-05,6.18E-12,5.65E-06,2.18E-10,0.00E+00,0.00E+00,4.29E-06,3.65E-07,2.99E-09,7.64E-10,6.13E-08,1.42E-05,7.72E-06,3.83E-05,0.003976944,0.000537871,7.85E-08,4.93E-05,2.46E-05,1.50E-08,0.2976705,0.01431457,0.00E+00,3.85E-11,0.000193589,0.000712072,0.1204215,0.01579455,3.40E-06,1.57E-05,,
153000,1246.014982,225.9805,0.01822705,0.07189398,0.000703721,0.001722902,2.80E-06,1.99E-07,7.43E-06,7.64E-07,2.47E-07,1.83E-08,1.31E-09,1.58E-06,1.55E-05,7.22E-05,0.000129375,3.28E-05,2.30E-06,4.28E-08,1.26E-05,0.00E+00,0.00E+00,0.004352457,0.003680453,0.000739017,7.73E-05,2.38E-05,7.10E-12,6.24E-06,2.55E-10,0.00E+00,0.00E+00,4.71E-06,3.98E-07,3.28E-09,8.38E-10,6.69E-08,1.53E-05,8.23E-06,4.01E-05,0.004035,0.000546526,8.55E-08,5.05E-05,2.70E-05,1.78E-08,0.3025597,0.01456335,0.00E+00,4.26E-11,0.00020576,0.000725159,0.1220241,0.01600285,3.74E-06,1.62E-05,,
154800,1246.014982,225.9209,0.01851033,0.07296896,0.00071545,0.001751618,3.01E-06,2.11E-07,8.05E-06,8.26E-07,2.63E-07,1.95E-08,1.40E-09,1.69E-06,1.69E-05,7.36E-05,0.000131341,3.55E-05,2.46E-06,4.56E-08,1.29E-05,0.00E+00,0.00E+00,0.004417354,0.003746591,0.00076562,7.95E-05,2.48E-05,7.76E-12,6.74E-06,2.81E-10,0.00E+00,0.00E+00,5.06E-06,4.24E-07,3.49E-09,8.93E-10,7.13E-08,1.62E-05,8.66E-06,4.17E-05,0.00409895,0.000555445,9.09E-08,5.17E-05,2.91E-05,1.98E-08,0.3082761,0.01485382,0.00E+00,4.61E-11,0.00021651,0.000739769,0.1238211,0.01623694,4.04E-06,1.67E-05,,
156600,1246.014982,225.8464,0.01831591,0.07253291,0.000710178,0.001738711,3.08E-06,2.17E-07,8.24E-06,8.45E-07,2.69E-07,2.00E-08,1.43E-09,1.73E-06,1.74E-05,7.35E-05,0.000130595,3.63E-05,2.51E-06,4.68E-08,1.29E-05,0.00E+00,0.00E+00,0.004386292,0.0037288,0.000770925,7.95E-05,2.51E-05,8.11E-12,6.90E-06,2.96E-10,0.00E+00,0.00E+00,5.17E-06,4.34E-07,3.58E-09,9.17E-10,7.30E-08,1.65E-05,8.78E-06,4.21E-05,0.004064147,0.000552466,9.31E-08,5.17E-05,2.97E-05,2.09E-08,0.3041762,0.01464689,0.00E+00,4.72E-11,0.000219238,0.000731325,0.1227411,0.01609449,4.14E-06,1.68E-05,,
158400,1246.014982,225.7522,0.01805827,0.07185414,0.000702238,0.001719271,3.09E-06,2.18E-07,8.26E-06,8.47E-07,2.70E-07,2.01E-08,1.43E-09,1.73E-06,1.74E-05,7.31E-05,0.000129403,3.64E-05,2.52E-06,4.69E-08,1.28E-05,0.00E+00,0.00E+00,0.004340642,0.003695712,0.000769652,7.89E-05,2.50E-05,8.15E-12,6.92E-06,2.97E-10,0.00E+00,0.00E+00,5.18E-06,4.35E-07,3.59E-09,9.19E-10,7.32E-08,1.66E-05,8.78E-06,4.21E-05,0.00401494,0.00054745,9.33E-08,5.14E-05,2.98E-05,2.10E-08,0.298783,0.01437434,0.00E+00,4.73E-11,0.000219236,0.000719531,0.1212602,0.0158999,4.15E-06,1.67E-05,,
160200,1246.014982,225.6508,0.01799718,0.07160623,0.000699509,0.001712592,3.02E-06,2.13E-07,8.07E-06,8.28E-07,2.64E-07,1.96E-08,1.40E-09,1.69E-06,1.70E-05,7.27E-05,0.000128947,3.55E-05,2.47E-06,4.58E-08,1.27E-05,0.00E+00,0.00E+00,0.00432598,0.003679357,0.00076177,7.83E-05,2.47E-05,7.86E-12,6.76E-06,2.86E-10,0.00E+00,0.00E+00,5.07E-06,4.26E-07,3.51E-09,8.99E-10,7.17E-08,1.63E-05,8.64E-06,4.16E-05,0.004000556,0.000545309,9.14E-08,5.11E-05,2.92E-05,2.01E-08,0.2975059,0.01430925,0.00E+00,4.62E-11,0.000215963,0.00071611,0.1208691,0.01584914,4.05E-06,1.66E-05,,
162000,1246.014982,225.5524,0.01778056,0.07078438,0.000690482,0.00169049,2.85E-06,2.02E-07,7.57E-06,7.78E-07,2.51E-07,1.86E-08,1.33E-09,1.61E-06,1.58E-05,7.16E-05,0.000127443,3.34E-05,2.34E-06,4.35E-08,1.25E-05,0.00E+00,0.00E+00,0.004276431,0.003628041,0.000740381,7.66E-05,2.38E-05,7.26E-12,6.36E-06,2.61E-10,0.00E+00,0.00E+00,4.79E-06,4.04E-07,3.33E-09,8.51E-10,6.80E-08,1.55E-05,8.29E-06,4.03E-05,0.003951523,0.000538425,8.68E-08,5.02E-05,2.75E-05,1.83E-08,0.2930655,0.01408321,0.00E+00,4.34E-11,0.000207297,0.000704704,0.1195012,0.01567106,3.81E-06,1.62E-05,,
163800,1246.014982,225.4548,0.01760226,0.06993893,0.00068152,0.001668548,2.60E-06,1.85E-07,6.84E-06,7.05E-07,2.30E-07,1.71E-08,1.22E-09,1.48E-06,1.42E-05,7.02E-05,0.000125869,3.02E-05,2.15E-06,3.99E-08,1.22E-05,0.00E+00,0.00E+00,0.004228104,0.003570529,0.000709907,7.44E-05,2.26E-05,6.39E-12,5.76E-06,2.26E-10,0.00E+00,0.00E+00,4.37E-06,3.72E-07,3.06E-09,7.80E-10,6.25E-08,1.44E-05,7.78E-06,3.85E-05,0.003906109,0.000530997,8.00E-08,4.90E-05,2.50E-05,1.57E-08,0.2895062,0.01390107,0.00E+00,3.92E-11,0.000194771,0.000694446,0.1182898,0.01551428,3.46E-06,1.56E-05,,
165600,1246.014982,225.3542,0.01704876,0.06795183,0.000659249,0.001614024,2.28E-06,1.63E-07,5.95E-06,6.14E-07,2.04E-07,1.51E-08,1.08E-09,1.31E-06,1.22E-05,6.78E-05,0.000122414,2.63E-05,1.90E-06,3.52E-08,1.17E-05,0.00E+00,0.00E+00,0.004106423,0.003452595,0.000668279,7.06E-05,2.10E-05,5.30E-12,5.02E-06,1.83E-10,0.00E+00,0.00E+00,3.84E-06,3.29E-07,2.69E-09,6.87E-10,5.53E-08,1.29E-05,7.11E-06,3.61E-05,0.003784816,0.00051477,7.09E-08,4.64E-05,2.19E-05,1.25E-08,0.2781912,0.01324632,0.00E+00,3.41E-11,0.000178351,0.000666371,0.1148398,0.01505732,3.02E-06,1.48E-05,,
167400,1246.014982,225.2511,0.01653721,0.06586285,0.000637181,0.001559994,1.89E-06,1.36E-07,4.84E-06,5.00E-07,1.71E-07,1.26E-08,9.02E-10,1.10E-06,9.78E-06,6.48E-05,0.000118583,2.16E-05,1.59E-06,2.94E-08,1.11E-05,0.00E+00,0.00E+00,0.003982505,0.00332399,0.000615398,6.66E-05,1.90E-05,4.06E-12,4.10E-06,1.36E-10,0.00E+00,0.00E+00,3.17E-06,2.76E-07,2.25E-09,5.73E-10,4.63E-08,1.10E-05,6.26E-06,3.30E-05,0.003665649,0.000497331,5.96E-08,4.40E-05,1.80E-05,9.08E-09,0.2681249,0.01273969,0.00E+00,2.77E-11,0.000158154,0.000640101,0.1115067,0.01462376,2.47E-06,1.39E-05,,
169200,1246.014982,225.1685,0.01582419,0.06302918,0.000607526,0.00148739,1.46E-06,1.06E-07,3.67E-06,3.81E-07,1.34E-07,9.84E-09,7.04E-10,8.63E-07,7.31E-06,6.11E-05,0.000113412,1.67E-05,1.25E-06,2.29E-08,1.03E-05,0.00E+00,0.00E+00,0.003813122,0.003155748,0.000553537,6.18E-05,1.69E-05,2.79E-12,3.13E-06,8.91E-11,0.00E+00,0.00E+00,2.45E-06,2.16E-07,1.75E-09,4.45E-10,3.62E-08,8.85E-06,5.32E-06,2.96E-05,0.003502605,0.000474055,4.69E-08,4.11E-05,1.39E-05,5.77E-09,0.2542094,0.0120409,0.00E+00,2.11E-11,0.000135783,0.000604639,0.1068867,0.01402194,1.89E-06,1.27E-05,,
171000,1246.014982,225.0892,0.01555166,0.06087705,0.000588617,0.001441097,9.95E-07,7.35E-08,2.46E-06,2.56E-07,9.29E-08,6.81E-09,4.87E-10,6.01E-07,4.80E-06,5.70E-05,0.000109384,1.17E-05,8.66E-07,1.59E-08,9.62E-06,0.00E+00,0.00E+00,0.003699581,0.003016539,0.000480564,5.75E-05,1.46E-05,1.62E-12,2.11E-06,4.83E-11,0.00E+00,0.00E+00,1.68E-06,1.50E-07,1.21E-09,3.06E-10,2.51E-08,6.44E-06,4.29E-06,2.59E-05,0.003412429,0.000455314,3.27E-08,3.80E-05,9.42E-06,2.97E-09,0.2506662,0.01187296,0.00E+00,1.41E-11,0.00011029,0.00059055,0.1044802,0.01371185,1.28E-06,1.15E-05,,
